Product ID,Product Name,Size,Total Inventory,Price,Expiry
39187,Temazepam,1.75L,17,49.99,12-12-20
126691,Budesonide,750ML,5,38.99,31-12-20
311509,Loratadine,750ML,3,46.99,04-12-20
47674,Aceclofenac,750ML,7,30.99,19-01-21
29243,Fenoprofen,22.0Z,0,13.99,07-03-21
305129,Choline,750ML,0,13.99,08-04-21
88048,Paracetamol,750ML,0,12.69,04-07-20
47712,Lorazepam,750ML,0,16.49,01-12-20
42287,Temazepam,750ML,0,6.79,12-12-20
323821,Budesonide,750ML,0,12.99,31-12-20
74789,Loratadine,750ML,16,29.99,04-12-20
71624,Aceclofenac,750ML,5,22.99,01-12-20
336674,Fenoprofen,750ML,0,29.99,12-12-20
331450,Choline,750ML,8,15.99,31-12-20
241470,Paracetamol,50ML,1437,0.99,04-12-20
1600,Lorazepam,25.4Z,0,12.99,19-01-21
43028,Temazepam,750ML,32,13.99,07-03-21
7331,Budesonide,25.4Z,0,12.99,01-12-20
64912,Loratadine,750ML,0,8.99,12-12-20
438863,Aceclofenac,750ML,0,20.99,31-12-20
312898,Fenoprofen,750ML,4,11.49,04-12-20
310977,Choline,750ML,0,7.99,19-01-21
337005,Paracetamol,750ML,0,10.99,07-03-21
16705,Lorazepam,750ML,245,24.99,01-12-20
43924,Temazepam,750ML,0,62.99,12-12-20
329003,Budesonide,750ML,0,12.99,31-12-20
339972,Loratadine,750ML,0,61.99,04-12-20
334848,Aceclofenac,750ML,0,14.99,19-01-21
51632,Fenoprofen,750ML,0,16.99,07-03-21
237674,Choline,750ML,96,13.99,08-04-21
36315,Paracetamol,50ML,59,1.99,04-07-20
384682,Lorazepam,750ML,9,22.99,01-12-20
73519,Temazepam,50ML,2,2.59,12-12-20
71562,Budesonide,1.75L,212,65.99,31-12-20
338203,Loratadine,750ML,0,18.99,04-12-20
323301,Aceclofenac,750ML,22,13.99,01-12-20
148350,Fenoprofen,750ML,0,27.99,12-12-20
13582,Choline,12.0Z,0,25.99,31-12-20
120200,Paracetamol,750ML,0,7.99,04-12-20
42930,Lorazepam,750ML,0,26.99,19-01-21
428671,Temazepam,750ML,0,88.99,07-03-21
308073,Budesonide,750ML,20,12.49,01-12-20
24635,Loratadine,750ML,20,33.99,12-12-20
22650,Aceclofenac,750ML,0,9.99,31-12-20
335776,Fenoprofen,750ML,72,27.99,04-12-20
24082,Choline,750ML,49,11.99,19-01-21
352014,Paracetamol,750ML,18,12.99,07-03-21
80853,Lorazepam,1.5L,157,12.99,01-12-20
320888,Temazepam,750ML,0,11.99,12-12-20
339496,Budesonide,750ML,0,114.99,31-12-20
29008,Loratadine,16.0Z,12,8.99,04-12-20
331156,Aceclofenac,750ML,10,8.99,19-01-21
43540,Fenoprofen,750ML,191,14.49,07-03-21
166285,Choline,1.5L,66,12.99,08-04-21
418226,Paracetamol,750ML,142,6.99,04-07-20
86070,Lorazepam,1.5L,483,15.99,01-12-20
426199,Temazepam,750ML,293,14.99,12-12-20
87262,Budesonide,750ML,0,104.99,31-12-20
75972,Loratadine,750ML,133,30.99,04-12-20
37419,Aceclofenac,1.5L,0,15.49,01-12-20
41097,Fenoprofen,750ML,0,43.99,12-12-20
86916,Choline,1.5L,88,10.49,31-12-20
327955,Paracetamol,750ML,0,53.99,04-12-20
333873,Lorazepam,750ML,0,12.99,19-01-21
328940,Temazepam,750ML,21,16.99,07-03-21
29470,Budesonide,12.0Z,0,16.99,01-12-20
296890,Loratadine,375ML,0,14.99,12-12-20
81280,Aceclofenac,750ML,43,7.79,31-12-20
10845,Fenoprofen,12.0Z,0,2.99,04-12-20
22355,Choline,12.0Z,0,13.99,19-01-21
29496,Paracetamol,12.7Z,0,10.99,07-03-21
81205,Lorazepam,750ML,86,8.99,01-12-20
45289,Temazepam,750ML,0,27.99,12-12-20
29498,Budesonide,750ML,0,11.99,31-12-20
319470,Loratadine,750ML,0,42.99,04-12-20
29815,Aceclofenac,750ML,328,69.99,19-01-21
341655,Fenoprofen,750ML,47,25.99,07-03-21
351988,Choline,750ML,0,33.99,08-04-21
379760,Paracetamol,750ML,0,14.99,04-07-20
84723,Lorazepam,750ML,0,26.99,01-12-20
347746,Temazepam,750ML,6,56.99,12-12-20
23098,Budesonide,22.0Z,0,4.99,31-12-20
43523,Loratadine,750ML,0,27.99,04-12-20
81401,Aceclofenac,750ML,0,10.99,01-12-20
31413,Fenoprofen,22.0Z,0,19.99,12-12-20
68332,Choline,750ML,100,23.99,31-12-20
70064,Paracetamol,1.75L,220,44.99,04-12-20
80494,Lorazepam,750ML,10,290.99,19-01-21
322925,Temazepam,750ML,0,10.79,07-03-21
341198,Budesonide,750ML,0,13.99,01-12-20
349206,Loratadine,750ML,323,27.99,12-12-20
76868,Aceclofenac,1L,79,5.79,31-12-20
86400,Fenoprofen,1.5L,17,10.49,04-12-20
64505,Choline,750ML,0,18.99,19-01-21
23722,Paracetamol,500ML,0,10.99,07-03-21
300697,Lorazepam,1.5L,0,15.49,01-12-20
20833,Temazepam,16.9Z,0,11.99,12-12-20
59692,Budesonide,2L,0,0.39,31-12-20
351214,Loratadine,750ML,0,25.99,04-12-20
23892,Aceclofenac,750ML,103,16.99,19-01-21
316223,Fenoprofen,750ML,1,42.99,07-03-21
69272,Choline,750ML,2,180.99,08-04-21
324994,Paracetamol,750ML,0,12.99,04-07-20
306443,Lorazepam,750ML,0,11.99,01-12-20
26283,Temazepam,25.0Z,21,3.99,12-12-20
310727,Budesonide,750ML,0,64.99,31-12-20
336724,Loratadine,750ML,93,21.99,04-12-20
10310,Aceclofenac,11.2Z,0,7.99,01-12-20
82167,Fenoprofen,750ML,19,15.49,12-12-20
70428,Choline,375ML,531,5.69,31-12-20
22654,Paracetamol,12.0Z,0,11.99,04-12-20
42447,Lorazepam,1L,12,11.99,19-01-21
41657,Temazepam,750ML,37,70.99,07-03-21
24096,Budesonide,11.2Z,0,9.99,01-12-20
11382,Loratadine,750ML,0,14.49,12-12-20
342307,Aceclofenac,750ML,0,21.99,31-12-20
48548,Fenoprofen,750ML,64,17.99,04-12-20
43281,Choline,200ML,405,18.99,19-01-21
46573,Paracetamol,750ML,0,50.99,07-03-21
305240,Lorazepam,750ML,0,5.49,01-12-20
55468,Temazepam,750ML,5,106.99,12-12-20
50741,Budesonide,750ML,196,31.99,31-12-20
51034,Loratadine,12.0Z,102,12.99,04-12-20
361941,Aceclofenac,750ML,0,5.99,19-01-21
42983,Fenoprofen,750ML,0,16.49,07-03-21
364444,Choline,750ML,0,8.49,08-04-21
75370,Paracetamol,750ML,417,24.99,04-07-20
320918,Lorazepam,750ML,0,34.99,01-12-20
336863,Temazepam,750ML,0,12.49,12-12-20
309970,Budesonide,750ML,0,12.99,31-12-20
333938,Loratadine,750ML,0,8.99,04-12-20
242209,Aceclofenac,3L,3,19.99,01-12-20
50405,Fenoprofen,22.0Z,0,21.99,12-12-20
131547,Choline,750ML,0,22.99,31-12-20
320794,Paracetamol,750ML,0,30.99,04-12-20
335842,Lorazepam,750ML,0,14.99,19-01-21
90328,Temazepam,17.0Z,0,4.99,07-03-21
48054,Budesonide,200ML,0,0.19,01-12-20
43923,Loratadine,750ML,0,25.99,12-12-20
340355,Aceclofenac,750ML,11,19.99,31-12-20
41678,Fenoprofen,750ML,9,130.99,04-12-20
76861,Choline,750ML,175,11.99,19-01-21
89999,Paracetamol,750ML,268,19.99,07-03-21
337014,Lorazepam,750ML,0,24.99,01-12-20
26735,Temazepam,1.75L,2198,44.99,12-12-20
322084,Budesonide,750ML,0,18.99,31-12-20
80211,Loratadine,750ML,35,5.99,04-12-20
194000,Aceclofenac,750ML,0,9.99,19-01-21
35831,Fenoprofen,1L,529,17.99,07-03-21
40940,Choline,750ML,0,55.99,08-04-21
51438,Paracetamol,750ML,0,24.99,04-07-20
30449,Lorazepam,1L,289,7.99,01-12-20
308630,Temazepam,750ML,0,14.49,12-12-20
73362,Budesonide,750ML,0,19.99,31-12-20
122637,Loratadine,750ML,0,11.99,04-12-20
77900,Aceclofenac,750ML,54,374.99,01-12-20
56715,Fenoprofen,1L,232,39.99,12-12-20
24855,Choline,12.0Z,0,17.99,31-12-20
66478,Paracetamol,187ML,606,3.19,04-12-20
41327,Lorazepam,750ML,267,15.99,19-01-21
318970,Temazepam,1.5L,0,9.79,07-03-21
339689,Budesonide,750ML,4,88.99,01-12-20
43181,Loratadine,750ML,0,38.99,12-12-20
84913,Aceclofenac,5L,41,21.99,31-12-20
97942,Fenoprofen,12.0Z,267,8.99,04-12-20
81500,Choline,3L,263,24.99,19-01-21
331884,Paracetamol,750ML,0,18.49,07-03-21
356572,Lorazepam,200ML,0,17.99,01-12-20
351067,Temazepam,750ML,0,9.39,12-12-20
24871,Budesonide,11.0Z,0,10.99,31-12-20
158690,Loratadine,750ML,0,17.99,04-12-20
344575,Aceclofenac,750ML,0,14.49,19-01-21
51108,Fenoprofen,11.2Z,0,9.99,07-03-21
82759,Choline,1.5L,33,15.99,08-04-21
83810,Paracetamol,750ML,531,10.99,04-07-20
429988,Lorazepam,750ML,0,11.99,01-12-20
376485,Temazepam,750ML,11,11.99,12-12-20
69538,Budesonide,12.0Z,35,10.99,31-12-20
70208,Loratadine,1L,0,29.99,04-12-20
29746,Aceclofenac,12.0Z,0,19.99,01-12-20
320997,Fenoprofen,750ML,0,7.99,12-12-20
10478,Choline,16.0Z,0,13.99,31-12-20
8559,Paracetamol,16.9Z,0,2.99,04-12-20
48763,Lorazepam,750ML,0,25.99,19-01-21
236738,Temazepam,750ML,0,10.99,07-03-21
82529,Budesonide,750ML,12,23.99,01-12-20
428673,Loratadine,750ML,0,17.99,12-12-20
85987,Aceclofenac,750ML,306,18.99,31-12-20
320979,Fenoprofen,750ML,0,12.99,04-12-20
344995,Choline,750ML,6,8.99,19-01-21
368091,Paracetamol,750ML,0,32.99,07-03-21
357120,Lorazepam,750ML,2,311.99,01-12-20
313628,Temazepam,750ML,11,32.99,12-12-20
333642,Budesonide,750ML,286,11.49,31-12-20
337021,Loratadine,750ML,0,6.99,04-12-20
79537,Aceclofenac,750ML,243,12.99,19-01-21
44909,Fenoprofen,750ML,0,14.99,07-03-21
68841,Choline,22.0Z,10,20.99,08-04-21
318813,Paracetamol,750ML,0,9.99,04-07-20
50917,Lorazepam,12.0Z,0,13.99,01-12-20
73644,Temazepam,375ML,2,13.49,12-12-20
80203,Budesonide,750ML,0,11.99,31-12-20
11436,Loratadine,750ML,97,13.99,04-12-20
28211,Aceclofenac,16.9Z,0,11.99,01-12-20
88943,Fenoprofen,750ML,334,19.99,12-12-20
49263,Choline,750ML,0,10.99,31-12-20
334203,Paracetamol,1L,11,33.99,04-12-20
353480,Lorazepam,1L,0,18.99,19-01-21
152340,Temazepam,750ML,0,20.99,07-03-21
88769,Budesonide,3.5Z,163,4.79,01-12-20
410934,Loratadine,375ML,0,9.79,12-12-20
26339,Aceclofenac,12.0Z,210,9.99,31-12-20
13359,Fenoprofen,12.0Z,2292,9.99,04-12-20
13581,Choline,16.0Z,784,11.99,19-01-21
10036,Paracetamol,12.0Z,60,10.99,07-03-21
18619,Lorazepam,750ML,146,41.99,01-12-20
41084,Temazepam,750ML,413,20.99,12-12-20
81739,Budesonide,1.5L,372,15.99,31-12-20
436704,Loratadine,750ML,0,8.59,04-12-20
25203,Aceclofenac,12.0Z,0,25.99,19-01-21
25211,Fenoprofen,750ML,0,14.99,07-03-21
345427,Choline,750ML,30,18.99,08-04-21
307126,Paracetamol,750ML,1,10.99,04-07-20
51691,Lorazepam,375ML,7,14.99,01-12-20
26414,Temazepam,750ML,0,13.99,12-12-20
46170,Budesonide,750ML,4,49.99,31-12-20
68098,Loratadine,750ML,76,16.49,04-12-20
313305,Aceclofenac,750ML,0,5.99,01-12-20
338247,Fenoprofen,750ML,0,11.99,12-12-20
321041,Choline,750ML,0,2.79,31-12-20
103721,Paracetamol,375ML,0,13.99,04-12-20
10994,Lorazepam,12.0Z,0,11.99,19-01-21
347741,Temazepam,750ML,156,22.99,07-03-21
22852,Budesonide,11.2Z,0,43.99,01-12-20
30123,Loratadine,16.9Z,0,13.99,12-12-20
26492,Aceclofenac,750ML,0,18.99,31-12-20
96822,Fenoprofen,12.0Z,12,9.99,04-12-20
64324,Choline,12.0Z,0,10.99,19-01-21
341255,Paracetamol,750ML,0,13.49,07-03-21
10066,Lorazepam,25.4Z,0,24.99,01-12-20
235810,Temazepam,750ML,0,30.99,12-12-20
351374,Budesonide,750ML,0,29.99,31-12-20
333501,Loratadine,3L,20,21.99,04-12-20
328843,Aceclofenac,750ML,27,12.49,19-01-21
14656,Fenoprofen,750ML,0,22.99,07-03-21
373010,Choline,750ML,0,13.69,08-04-21
99465,Paracetamol,24.0Z,0,11.99,04-07-20
306526,Lorazepam,750ML,0,11.99,01-12-20
44912,Temazepam,750ML,0,19.69,12-12-20
57100,Budesonide,750ML,124,27.99,31-12-20
342243,Loratadine,750ML,4,53.99,04-12-20
76857,Aceclofenac,750ML,0,27.99,01-12-20
304127,Fenoprofen,750ML,13,13.49,12-12-20
428106,Choline,750ML,20,9.99,31-12-20
311584,Paracetamol,187ML,0,4.99,04-12-20
27154,Lorazepam,50ML,509,6.39,19-01-21
2550,Temazepam,12.0Z,198,11.99,07-03-21
57315,Budesonide,750ML,236,26.99,01-12-20
68012,Loratadine,750ML,33,26.99,12-12-20
42781,Aceclofenac,750ML,210,29.99,31-12-20
71878,Fenoprofen,1L,2,40.99,04-12-20
2615,Choline,12.0Z,366,12.99,19-01-21
81876,Paracetamol,5L,171,17.99,07-03-21
319131,Lorazepam,750ML,0,7.99,01-12-20
80716,Temazepam,750ML,262,15.99,12-12-20
12569,Budesonide,750ML,2,40.99,31-12-20
68737,Loratadine,12.0Z,0,11.99,04-12-20
71505,Aceclofenac,750ML,104,17.99,19-01-21
326523,Fenoprofen,750ML,0,158.99,07-03-21
340382,Choline,750ML,0,12.69,08-04-21
43375,Paracetamol,750ML,43,30.99,04-07-20
22692,Lorazepam,22.0Z,0,6.99,01-12-20
71818,Temazepam,750ML,218,12.99,12-12-20
62065,Budesonide,1.5L,0,10.99,31-12-20
318506,Loratadine,750ML,8,48.99,04-12-20
311475,Aceclofenac,750ML,0,16.99,01-12-20
322695,Fenoprofen,750ML,0,51.99,12-12-20
47252,Choline,750ML,15,73.99,31-12-20
231986,Paracetamol,750ML,0,17.99,04-12-20
305125,Lorazepam,750ML,121,11.99,19-01-21
232708,Temazepam,750ML,205,16.99,07-03-21
98930,Budesonide,11.0Z,0,15.99,01-12-20
313577,Loratadine,750ML,0,14.99,12-12-20
353370,Aceclofenac,750ML,0,15.99,31-12-20
242160,Fenoprofen,750ML,214,10.99,04-12-20
57762,Choline,750ML,31,35.99,19-01-21
48159,Paracetamol,750ML,12,14.49,07-03-21
37508,Lorazepam,750ML,0,10.49,01-12-20
71218,Temazepam,50ML,172,3.39,12-12-20
335725,Budesonide,750ML,17,17.49,31-12-20
26411,Loratadine,750ML,0,15.99,04-12-20
70918,Aceclofenac,750ML,0,13.49,19-01-21
310930,Fenoprofen,750ML,0,17.49,07-03-21
78530,Choline,1.5L,0,18.99,08-04-21
163180,Paracetamol,750ML,5,16.49,04-07-20
43231,Lorazepam,750ML,0,26.99,01-12-20
80345,Temazepam,750ML,0,16.49,12-12-20
399010,Budesonide,750ML,0,12.99,31-12-20
309325,Loratadine,375ML,0,4.39,04-12-20
419532,Aceclofenac,750ML,0,12.99,01-12-20
131180,Fenoprofen,750ML,3,24.99,12-12-20
86118,Choline,750ML,305,8.99,31-12-20
37012,Paracetamol,12.0Z,360,17.99,04-12-20
324701,Lorazepam,750ML,0,14.99,19-01-21
22609,Temazepam,12.0Z,0,14.99,07-03-21
240787,Budesonide,750ML,0,32.99,01-12-20
98914,Loratadine,25.4Z,0,13.99,12-12-20
74783,Aceclofenac,750ML,12,29.99,31-12-20
84679,Fenoprofen,750ML,42,15.99,04-12-20
83305,Choline,750ML,620,14.99,19-01-21
80760,Paracetamol,750ML,296,18.99,07-03-21
9210,Lorazepam,750ML,0,14.99,01-12-20
24384,Temazepam,1.5L,58,17.99,12-12-20
49659,Budesonide,750ML,48,25.99,31-12-20
23934,Loratadine,12.0Z,180,10.99,04-12-20
10249,Aceclofenac,12.0Z,0,15.99,19-01-21
46475,Fenoprofen,750ML,0,21.99,07-03-21
310101,Choline,750ML,3,15.49,08-04-21
70757,Paracetamol,1.75L,0,25.99,04-07-20
70220,Lorazepam,375ML,27,14.49,01-12-20
116793,Temazepam,750ML,0,18.49,12-12-20
347449,Budesonide,750ML,0,7.99,31-12-20
48003,Loratadine,1.75L,0,1.09,04-12-20
89567,Aceclofenac,750ML,0,6.19,01-12-20
29895,Fenoprofen,750ML,0,17.99,12-12-20
26382,Choline,750ML,0,14.99,31-12-20
71779,Paracetamol,750ML,0,22.99,04-12-20
99990,Lorazepam,12.0Z,-25,19.99,19-01-21
25419,Temazepam,32.0Z,0,3.99,07-03-21
71044,Budesonide,1.75L,0,24.99,01-12-20
56502,Loratadine,750ML,0,9.99,12-12-20
22982,Aceclofenac,12.0Z,18,10.99,31-12-20
39349,Fenoprofen,750ML,6,32.99,04-12-20
51250,Choline,750ML,33,13.99,19-01-21
46249,Paracetamol,750ML,35,17.99,07-03-21
310370,Lorazepam,750ML,4,12.99,01-12-20
313878,Temazepam,1.5L,0,16.99,12-12-20
333596,Budesonide,750ML,37,23.99,31-12-20
329899,Loratadine,750ML,0,11.49,04-12-20
89323,Aceclofenac,10.0Z,90,8.99,19-01-21
70562,Fenoprofen,750ML,37,15.99,07-03-21
166445,Choline,750ML,586,15.49,08-04-21
84624,Paracetamol,750ML,0,74.99,04-07-20
47422,Lorazepam,187ML,4,5.99,01-12-20
310366,Temazepam,187ML,0,1.99,12-12-20
61522,Budesonide,750ML,184,29.99,31-12-20
342242,Loratadine,3L,0,23.99,04-12-20
321572,Aceclofenac,750ML,9,26.99,01-12-20
30376,Fenoprofen,187ML,612,1.99,12-12-20
74845,Choline,50ML,581,2.99,31-12-20
83942,Paracetamol,1.5L,336,13.99,04-12-20
47927,Lorazepam,750ML,21,14.49,19-01-21
76593,Temazepam,375ML,7,7.69,07-03-21
347743,Budesonide,750ML,20,41.99,01-12-20
21784,Loratadine,750ML,0,16.99,12-12-20
80458,Aceclofenac,1.75L,217,22.99,31-12-20
72621,Fenoprofen,750ML,239,18.99,04-12-20
20311,Choline,1L,118,16.99,19-01-21
68286,Paracetamol,12.0Z,0,2.99,07-03-21
190721,Lorazepam,750ML,0,16.99,01-12-20
341580,Temazepam,750ML,0,40.99,12-12-20
311005,Budesonide,750ML,0,6.49,31-12-20
28815,Loratadine,12.0Z,17,11.99,04-12-20
70415,Aceclofenac,750ML,10,31.99,19-01-21
79200,Fenoprofen,750ML,0,26.99,07-03-21
13525,Choline,12.0Z,0,14.99,08-04-21
329304,Paracetamol,750ML,31,21.99,04-07-20
26812,Lorazepam,500ML,0,4.99,01-12-20
22382,Temazepam,12.0Z,216,9.99,12-12-20
81698,Budesonide,750ML,82,6.99,31-12-20
152099,Loratadine,750ML,0,9.79,04-12-20
347002,Aceclofenac,750ML,3,15.39,01-12-20
47530,Fenoprofen,750ML,46,23.99,12-12-20
139017,Choline,750ML,0,18.49,31-12-20
24461,Paracetamol,16.9Z,0,2.99,04-12-20
336791,Lorazepam,750ML,0,7.99,19-01-21
62049,Temazepam,12.0Z,0,12.99,07-03-21
327382,Budesonide,750ML,19,22.99,01-12-20
337277,Loratadine,750ML,0,14.99,12-12-20
160008,Aceclofenac,750ML,19,24.99,31-12-20
70611,Fenoprofen,750ML,2,17.49,04-12-20
77321,Choline,750ML,0,6.79,19-01-21
68727,Paracetamol,375ML,32,18.49,07-03-21
51420,Lorazepam,50ML,1272,3.99,01-12-20
166288,Temazepam,750ML,40,13.39,12-12-20
29276,Budesonide,16.0Z,0,10.99,31-12-20
87073,Loratadine,750ML,240,30.99,04-12-20
332006,Aceclofenac,750ML,12,20.99,19-01-21
48628,Fenoprofen,750ML,41,25.99,07-03-21
45089,Choline,3L,0,38.99,08-04-21
173002,Paracetamol,750ML,0,10.49,04-07-20
79600,Lorazepam,750ML,290,12.69,01-12-20
73504,Temazepam,1.5L,6,9.49,12-12-20
337861,Budesonide,750ML,0,6.99,31-12-20
70982,Loratadine,750ML,0,38.99,04-12-20
328179,Aceclofenac,750ML,267,12.99,01-12-20
40473,Fenoprofen,750ML,0,72.99,12-12-20
46027,Choline,750ML,0,13.49,31-12-20
47863,Paracetamol,750ML,2,42.99,04-12-20
29712,Lorazepam,12.0Z,0,15.99,19-01-21
19208,Temazepam,750ML,0,20.99,07-03-21
122769,Budesonide,1.5L,0,11.99,01-12-20
387398,Loratadine,750ML,0,8.99,12-12-20
69669,Aceclofenac,12.0Z,42,12.99,31-12-20
337505,Fenoprofen,1LTR,1,11.99,04-12-20
70016,Choline,32.0Z,0,4.79,19-01-21
72225,Paracetamol,750ML,0,13.99,07-03-21
28118,Lorazepam,1.5L,2,11.99,01-12-20
320999,Temazepam,750ML,0,10.49,12-12-20
314621,Budesonide,750ML,0,13.99,31-12-20
427217,Loratadine,1.5L,0,11.99,04-12-20
386049,Aceclofenac,750ML,0,13.99,19-01-21
25221,Fenoprofen,12.0Z,0,11.99,07-03-21
70337,Choline,750ML,0,19.99,08-04-21
304670,Paracetamol,750ML,0,11.99,04-07-20
75696,Lorazepam,1L,1,29.99,01-12-20
41620,Temazepam,750ML,0,84.99,12-12-20
355925,Budesonide,750ML,0,10.79,31-12-20
429158,Loratadine,750ML,0,7.69,04-12-20
11317,Aceclofenac,750ML,18,38.99,01-12-20
23006,Fenoprofen,24.0Z,0,2.99,12-12-20
73399,Choline,750ML,18,98.99,31-12-20
63428,Paracetamol,750ML,205,15.49,04-12-20
327488,Lorazepam,750ML,0,11.99,19-01-21
71980,Temazepam,750ML,11,41.99,07-03-21
332562,Budesonide,750ML,12,18.99,01-12-20
236866,Loratadine,750ML,69,61.99,12-12-20
60690,Aceclofenac,750ML,0,26.99,31-12-20
47384,Fenoprofen,375ML,7,19.99,04-12-20
341756,Choline,750ML,35,12.99,19-01-21
172642,Paracetamol,375ML,0,11.99,07-03-21
325539,Lorazepam,750ML,0,10.99,01-12-20
84585,Temazepam,750ML,13,8.79,12-12-20
237922,Budesonide,750ML,0,24.99,31-12-20
28848,Loratadine,12.0Z,0,13.99,04-12-20
310934,Aceclofenac,750ML,0,18.49,19-01-21
321468,Fenoprofen,750ML,0,9.99,07-03-21
29596,Choline,12.0Z,0,12.99,08-04-21
45964,Paracetamol,50ML,115,4.39,04-07-20
324723,Lorazepam,1.5L,0,179.99,01-12-20
54526,Temazepam,187ML,199,18.36,12-12-20
70072,Budesonide,750ML,232,19.99,31-12-20
429970,Loratadine,750ML,212,12.99,04-12-20
24489,Aceclofenac,22.0Z,0,4.99,01-12-20
74749,Fenoprofen,750ML,4,108.99,12-12-20
51126,Choline,12.0Z,0,15.99,31-12-20
51705,Paracetamol,750ML,313,13.69,04-12-20
438642,Lorazepam,750ML,3,14.99,19-01-21
29785,Temazepam,750ML,0,7.99,07-03-21
166610,Budesonide,750ML,187,11.99,01-12-20
319274,Loratadine,750ML,0,7.49,12-12-20
325955,Aceclofenac,750ML,53,11.49,31-12-20
27358,Fenoprofen,12.0Z,157,22.99,04-12-20
324207,Choline,750ML,0,13.99,19-01-21
89958,Paracetamol,375ML,0,25.99,07-03-21
81032,Lorazepam,750ML,0,16.49,01-12-20
385123,Temazepam,750ML,0,27.99,12-12-20
42625,Budesonide,750ML,0,73.99,31-12-20
340593,Loratadine,750ML,0,10.99,04-12-20
73943,Aceclofenac,750ML,2,29.99,19-01-21
238914,Fenoprofen,750ML,0,12.69,07-03-21
313393,Choline,750ML,0,15.99,08-04-21
81492,Paracetamol,750ML,0,11.49,04-07-20
331401,Lorazepam,750ML,0,18.49,01-12-20
337385,Temazepam,375ML,0,18.49,12-12-20
23540,Budesonide,750ML,0,115.99,31-12-20
86784,Loratadine,750ML,0,12.99,04-12-20
70724,Aceclofenac,750ML,1,35.99,01-12-20
341676,Fenoprofen,750ML,0,7.99,12-12-20
319571,Choline,750ML,0,21.99,31-12-20
335973,Paracetamol,750ML,0,21.99,04-12-20
309708,Lorazepam,750ML,0,36.99,19-01-21
400017,Temazepam,750ML,0,7.79,07-03-21
25018,Budesonide,11.2Z,0,10.99,01-12-20
74420,Loratadine,750ML,10,11.99,12-12-20
77273,Aceclofenac,750ML,1,19.99,31-12-20
308244,Fenoprofen,750ML,0,7.99,04-12-20
332849,Choline,750ML,0,12.99,19-01-21
57592,Paracetamol,500ML,19,27.99,07-03-21
311614,Lorazepam,750ML,0,23.99,01-12-20
232948,Temazepam,720ML,14,35.99,12-12-20
65374,Budesonide,1.5L,148,25.99,31-12-20
340059,Loratadine,750ML,40,12.49,04-12-20
46171,Aceclofenac,750ML,0,36.99,19-01-21
69805,Fenoprofen,12.0Z,0,10.99,07-03-21
79430,Choline,1.5L,5,34.99,08-04-21
80106,Paracetamol,750ML,17,5.99,04-07-20
341667,Lorazepam,750ML,0,25.99,01-12-20
22816,Temazepam,12.0Z,179,13.99,12-12-20
426660,Budesonide,750ML,0,9.59,31-12-20
74840,Loratadine,750ML,0,71.99,04-12-20
28958,Aceclofenac,16.9Z,0,3.99,01-12-20
85292,Fenoprofen,750ML,0,24.99,12-12-20
29437,Choline,12.0Z,0,3.99,31-12-20
44208,Paracetamol,187ML,19,3.19,04-12-20
80349,Lorazepam,750ML,263,10.99,19-01-21
22400,Temazepam,12.0Z,0,15.99,07-03-21
103608,Budesonide,750ML,9,23.99,01-12-20
154466,Loratadine,375ML,0,7.49,12-12-20
32940,Aceclofenac,750ML,13,32.99,31-12-20
29114,Fenoprofen,750ML,16,11.99,04-12-20
166455,Choline,750ML,211,35.99,19-01-21
319725,Paracetamol,750ML,0,19.99,07-03-21
75527,Lorazepam,750ML,0,19.99,01-12-20
311348,Temazepam,750ML,0,37.99,12-12-20
57827,Budesonide,750ML,0,47.99,31-12-20
22953,Loratadine,24.0Z,0,21.99,04-12-20
77844,Aceclofenac,1.5L,687,13.99,19-01-21
304422,Fenoprofen,750ML,0,12.99,07-03-21
69238,Choline,12.0Z,0,2.99,08-04-21
41382,Paracetamol,750ML,0,10.79,04-07-20
335578,Lorazepam,750ML,0,11.99,01-12-20
70054,Temazepam,330ML,0,11.99,12-12-20
318582,Budesonide,750ML,169,19.99,31-12-20
28444,Loratadine,750ML,140,48.99,04-12-20
231935,Aceclofenac,750ML,1,18.99,01-12-20
27798,Fenoprofen,22.0Z,0,8.99,12-12-20
41156,Choline,750ML,2,37.99,31-12-20
399744,Paracetamol,750ML,0,10.99,04-12-20
51056,Lorazepam,12.0Z,0,9.99,19-01-21
352738,Temazepam,750ML,0,15.39,07-03-21
73228,Budesonide,750ML,43,22.99,01-12-20
29371,Loratadine,12.0Z,0,1.99,12-12-20
339120,Aceclofenac,750ML,0,11.99,31-12-20
322821,Fenoprofen,750ML,0,66.99,04-12-20
342151,Choline,750ML,0,19.99,19-01-21
10744,Paracetamol,375ML,0,9.79,07-03-21
335788,Lorazepam,750ML,0,8.49,01-12-20
332699,Temazepam,750ML,0,12.49,12-12-20
316643,Budesonide,750ML,0,10.99,31-12-20
27686,Loratadine,12.0Z,0,21.99,04-12-20
27752,Aceclofenac,8.4Z,0,11.99,19-01-21
76112,Fenoprofen,750ML,114,10.49,07-03-21
167304,Choline,750ML,0,15.99,08-04-21
14966,Paracetamol,750ML,0,19.99,04-07-20
71206,Lorazepam,1.75L,0,21.99,01-12-20
242107,Temazepam,750ML,0,19.39,12-12-20
241110,Budesonide,750ML,4,164.99,31-12-20
89860,Loratadine,750ML,67,11.49,04-12-20
347698,Aceclofenac,750ML,0,24.99,01-12-20
